operating_day,line_id,stop_id,arrival,departure,vehicle_seats,passengers,hari,day_of_week,jenis_hari,jam,jam_kategori,tanggal,occupancy_rate,cuaca,biaya_operasional,prioritas_rute,is_peak_hour
2026-01-25,LRT-02,STOP-005,2026-01-25 22:53:00,2026-01-25 22:56:00,50,25,Sunday,6,Weekend,22,Malam,2026-01-25,50.0,Cerah,750000.0,Rendah,0
2026-02-06,BUS-12,STOP-006,2026-02-06 18:00:00,2026-02-06 18:03:00,60,51,Friday,4,Weekday,18,Sore Sibuk,2026-02-06,85.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-02,BUS-07,STOP-008,2026-01-02 14:26:00,2026-01-02 14:36:00,80,36,Friday,4,Weekday,14,Siang,2026-01-02,45.0,Hujan Ringan,1500000.0,Rendah,0
2026-01-15,BRT-02,STOP-004,2026-01-15 22:35:00,2026-01-15 22:37:00,50,20,Thursday,3,Weekday,22,Malam,2026-01-15,40.0,Berawan,750000.0,Rendah,0
2026-01-25,BUS-07,STOP-001,2026-01-25 14:50:00,2026-01-25 14:54:00,45,36,Sunday,6,Weekend,14,Siang,2026-01-25,80.0,Cerah,750000.0,Sedang,0
2026-01-03,BUS-12,STOP-013,2026-01-03 11:51:00,2026-01-03 11:59:00,35,14,Saturday,5,Weekend,11,Siang,2026-01-03,40.0,Cerah,750000.0,Rendah,0
2026-02-02,BUS-07,STOP-014,2026-02-02 16:47:00,2026-02-02 16:52:00,35,11,Monday,0,Weekday,16,Sore Sibuk,2026-02-02,31.428571428571427,Cerah,750000.0,Rendah,1
2026-01-18,BUS-12,STOP-008,2026-01-18 05:12:00,2026-01-18 05:22:00,45,44,Sunday,6,Weekend,5,Dini Hari,2026-01-18,97.77777777777777,Hujan,750000.0,Tinggi,0
2026-01-01,LRT-02,STOP-007,2026-01-01 22:37:00,2026-01-01 22:46:00,45,45,Thursday,3,Weekday,22,Malam,2026-01-01,100.0,Berawan,750000.0,Tinggi,0
2026-02-01,LRT-02,STOP-009,2026-02-01 21:22:00,2026-02-01 21:32:00,60,27,Sunday,6,Weekend,21,Malam,2026-02-01,45.0,Hujan,750000.0,Rendah,0
2026-01-16,BUS-12,STOP-007,2026-01-16 19:16:00,2026-01-16 19:22:00,80,3,Friday,4,Weekday,19,Sore Sibuk,2026-01-16,3.75,Hujan,1500000.0,Rendah,1
2026-01-06,LRT-02,STOP-012,2026-01-06 09:37:00,2026-01-06 09:39:00,80,26,Tuesday,1,Weekday,9,Pagi Sibuk,2026-01-06,32.5,Hujan Ringan,1500000.0,Rendah,1
2026-01-16,BUS-07,STOP-006,2026-01-16 13:44:00,2026-01-16 13:52:00,50,51,Friday,4,Weekday,13,Siang,2026-01-16,102.0,Berawan,750000.0,Tinggi,0
2026-02-04,LRT-02,STOP-015,2026-02-04 12:10:00,2026-02-04 12:21:00,35,47,Wednesday,2,Weekday,12,Siang,2026-02-04,134.28571428571428,Hujan Ringan,750000.0,Tinggi,0
2026-02-01,LRT-02,STOP-009,2026-02-01 18:21:00,2026-02-01 18:25:00,35,65,Sunday,6,Weekend,18,Sore Sibuk,2026-02-01,185.71428571428572,Cerah,750000.0,Tinggi,1
2026-01-16,BRT-01,STOP-010,2026-01-16 07:19:00,2026-01-16 07:23:00,45,63,Friday,4,Weekday,7,Pagi Sibuk,2026-01-16,140.0,Hujan,750000.0,Tinggi,1
2026-01-01,MRT-01,STOP-008,2026-01-01 10:34:00,2026-01-01 10:40:00,80,71,Thursday,3,Weekday,10,Siang,2026-01-01,88.75,Berawan,1500000.0,Tinggi,0
2026-02-09,BUS-12,STOP-006,2026-02-09 22:53:00,2026-02-09 22:57:00,60,16,Monday,0,Weekday,22,Malam,2026-02-09,26.666666666666668,Hujan Ringan,750000.0,Rendah,0
2026-02-10,BRT-02,STOP-010,2026-02-10 11:17:00,2026-02-10 11:22:00,50,32,Tuesday,1,Weekday,11,Siang,2026-02-10,64.0,Cerah,750000.0,Sedang,0
2026-02-14,BRT-02,STOP-015,2026-02-14 18:01:00,2026-02-14 18:05:00,50,60,Saturday,5,Weekend,18,Sore Sibuk,2026-02-14,120.0,Hujan,750000.0,Tinggi,1
2026-01-11,BRT-02,STOP-010,2026-01-11 10:08:00,2026-01-11 10:10:00,35,55,Sunday,6,Weekend,10,Siang,2026-01-11,157.14285714285714,Cerah,750000.0,Tinggi,0
2026-01-12,LRT-02,STOP-017,2026-01-12 19:47:00,2026-01-12 19:53:00,60,49,Monday,0,Weekday,19,Sore Sibuk,2026-01-12,81.66666666666667,Hujan,750000.0,Sedang,1
2026-02-14,BUS-07,STOP-014,2026-02-14 15:44:00,2026-02-14 15:48:00,45,20,Saturday,5,Weekend,15,Siang,2026-02-14,44.44444444444444,Cerah,750000.0,Rendah,0
2026-01-22,BRT-02,STOP-006,2026-01-22 08:23:00,2026-01-22 08:31:00,50,74,Thursday,3,Weekday,8,Pagi Sibuk,2026-01-22,148.0,Hujan,750000.0,Tinggi,1
2026-02-12,LRT-02,STOP-017,2026-02-12 19:23:00,2026-02-12 19:34:00,80,51,Thursday,3,Weekday,19,Sore Sibuk,2026-02-12,63.74999999999999,Hujan Ringan,1500000.0,Sedang,1
2026-02-03,BRT-02,STOP-017,2026-02-03 06:31:00,2026-02-03 06:33:00,35,0,Tuesday,1,Weekday,6,Pagi Sibuk,2026-02-03,0.0,Hujan,750000.0,Rendah,1
2026-01-21,LRT-02,STOP-002,2026-01-21 09:17:00,2026-01-21 09:27:00,60,37,Wednesday,2,Weekday,9,Pagi Sibuk,2026-01-21,61.66666666666667,Hujan,750000.0,Sedang,1
2026-01-29,BUS-07,STOP-017,2026-01-29 11:24:00,2026-01-29 11:28:00,35,15,Thursday,3,Weekday,11,Siang,2026-01-29,42.857142857142854,Hujan Ringan,750000.0,Rendah,0
2026-01-14,MRT-01,STOP-002,2026-01-14 13:22:00,2026-01-14 13:26:00,45,56,Wednesday,2,Weekday,13,Siang,2026-01-14,124.44444444444444,Hujan,750000.0,Tinggi,0
2026-01-19,BRT-01,STOP-001,2026-01-19 20:15:00,2026-01-19 20:21:00,35,44,Monday,0,Weekday,20,Malam,2026-01-19,125.71428571428571,Cerah,750000.0,Tinggi,0
2026-01-15,MRT-01,STOP-005,2026-01-15 12:42:00,2026-01-15 12:49:00,50,44,Thursday,3,Weekday,12,Siang,2026-01-15,88.0,Hujan,750000.0,Tinggi,0
2026-01-11,LRT-02,STOP-006,2026-01-11 10:47:00,2026-01-11 10:55:00,45,22,Sunday,6,Weekend,10,Siang,2026-01-11,48.888888888888886,Cerah,750000.0,Rendah,0
2026-01-11,BRT-02,STOP-008,2026-01-11 18:51:00,2026-01-11 18:57:00,45,43,Sunday,6,Weekend,18,Sore Sibuk,2026-01-11,95.55555555555556,Cerah,750000.0,Tinggi,1
2026-02-08,BRT-02,STOP-001,2026-02-08 17:17:00,2026-02-08 17:20:00,35,63,Sunday,6,Weekend,17,Sore Sibuk,2026-02-08,180.0,Hujan,750000.0,Tinggi,1
2026-02-11,BRT-01,STOP-002,2026-02-11 06:10:00,2026-02-11 06:13:00,80,56,Wednesday,2,Weekday,6,Pagi Sibuk,2026-02-11,70.0,Cerah,1500000.0,Sedang,1
2026-02-01,MRT-01,STOP-012,2026-02-01 16:12:00,2026-02-01 16:19:00,45,71,Sunday,6,Weekend,16,Sore Sibuk,2026-02-01,157.77777777777777,Hujan Ringan,750000.0,Tinggi,1
2026-02-08,BRT-01,STOP-003,2026-02-08 13:46:00,2026-02-08 13:52:00,45,68,Sunday,6,Weekend,13,Siang,2026-02-08,151.11111111111111,Hujan,750000.0,Tinggi,0
2026-02-10,BUS-12,STOP-010,2026-02-10 18:13:00,2026-02-10 18:24:00,80,57,Tuesday,1,Weekday,18,Sore Sibuk,2026-02-10,71.25,Hujan,1500000.0,Sedang,1
2026-01-21,LRT-02,STOP-014,2026-01-21 22:54:00,2026-01-21 23:03:00,80,53,Wednesday,2,Weekday,22,Malam,2026-01-21,66.25,Cerah,1500000.0,Sedang,0
2026-01-07,LRT-02,STOP-009,2026-01-07 10:16:00,2026-01-07 10:20:00,60,45,Wednesday,2,Weekday,10,Siang,2026-01-07,75.0,Cerah,750000.0,Sedang,0
2026-01-19,BRT-02,STOP-006,2026-01-19 16:04:00,2026-01-19 16:13:00,80,31,Monday,0,Weekday,16,Sore Sibuk,2026-01-19,38.75,Cerah,1500000.0,Rendah,1
2026-01-18,BUS-07,STOP-006,2026-01-18 05:46:00,2026-01-18 05:55:00,35,11,Sunday,6,Weekend,5,Dini Hari,2026-01-18,31.428571428571427,Hujan,750000.0,Rendah,0
2026-02-03,BRT-02,STOP-003,2026-02-03 19:48:00,2026-02-03 19:52:00,35,43,Tuesday,1,Weekday,19,Sore Sibuk,2026-02-03,122.85714285714286,Cerah,750000.0,Tinggi,1
2026-02-04,BUS-07,STOP-003,2026-02-04 07:43:00,2026-02-04 07:50:00,60,61,Wednesday,2,Weekday,7,Pagi Sibuk,2026-02-04,101.66666666666666,Berawan,750000.0,Tinggi,1
2026-02-14,BRT-01,STOP-010,2026-02-14 09:00:00,2026-02-14 09:07:00,80,68,Saturday,5,Weekend,9,Pagi Sibuk,2026-02-14,85.0,Hujan Ringan,1500000.0,Tinggi,1
2026-01-18,LRT-02,STOP-003,2026-01-18 07:22:00,2026-01-18 07:29:00,80,70,Sunday,6,Weekend,7,Pagi Sibuk,2026-01-18,87.5,Berawan,1500000.0,Tinggi,1
2026-01-28,BRT-02,STOP-006,2026-01-28 08:02:00,2026-01-28 08:05:00,60,41,Wednesday,2,Weekday,8,Pagi Sibuk,2026-01-28,68.33333333333333,Hujan Ringan,750000.0,Sedang,1
2026-01-16,BUS-12,STOP-003,2026-01-16 16:02:00,2026-01-16 16:09:00,80,25,Friday,4,Weekday,16,Sore Sibuk,2026-01-16,31.25,Cerah,1500000.0,Rendah,1
2026-01-11,BUS-12,STOP-010,2026-01-11 20:13:00,2026-01-11 20:16:00,80,16,Sunday,6,Weekend,20,Malam,2026-01-11,20.0,Hujan Ringan,1500000.0,Rendah,0
2026-01-24,BUS-07,STOP-005,2026-01-24 12:41:00,2026-01-24 12:48:00,60,42,Saturday,5,Weekend,12,Siang,2026-01-24,70.0,Berawan,750000.0,Sedang,0
2026-02-04,BUS-12,STOP-001,2026-02-04 17:23:00,2026-02-04 17:34:00,35,59,Wednesday,2,Weekday,17,Sore Sibuk,2026-02-04,168.57142857142858,Hujan,750000.0,Tinggi,1
2026-01-02,MRT-01,STOP-014,2026-01-02 19:51:00,2026-01-02 19:53:00,50,50,Friday,4,Weekday,19,Sore Sibuk,2026-01-02,100.0,Hujan,750000.0,Tinggi,1
2026-02-10,MRT-01,STOP-017,2026-02-10 16:37:00,2026-02-10 16:42:00,35,60,Tuesday,1,Weekday,16,Sore Sibuk,2026-02-10,171.42857142857142,Berawan,750000.0,Tinggi,1
2026-01-12,BUS-07,STOP-015,2026-01-12 08:18:00,2026-01-12 08:24:00,35,43,Monday,0,Weekday,8,Pagi Sibuk,2026-01-12,122.85714285714286,Cerah,750000.0,Tinggi,1
2026-02-03,BUS-12,STOP-013,2026-02-03 16:20:00,2026-02-03 16:22:00,60,25,Tuesday,1,Weekday,16,Sore Sibuk,2026-02-03,41.66666666666667,Berawan,750000.0,Rendah,1
2026-01-30,LRT-02,STOP-014,2026-01-30 18:24:00,2026-01-30 18:27:00,60,88,Friday,4,Weekday,18,Sore Sibuk,2026-01-30,146.66666666666666,Hujan Ringan,750000.0,Tinggi,1
2026-02-10,BUS-12,STOP-004,2026-02-10 17:43:00,2026-02-10 17:45:00,80,53,Tuesday,1,Weekday,17,Sore Sibuk,2026-02-10,66.25,Hujan Ringan,1500000.0,Sedang,1
2026-01-20,MRT-01,STOP-014,2026-01-20 18:54:00,2026-01-20 18:59:00,35,109,Tuesday,1,Weekday,18,Sore Sibuk,2026-01-20,311.42857142857144,Hujan,750000.0,Tinggi,1
2026-02-02,BUS-12,STOP-011,2026-02-02 21:21:00,2026-02-02 21:26:00,60,31,Monday,0,Weekday,21,Malam,2026-02-02,51.66666666666667,Berawan,750000.0,Rendah,0
2026-01-26,MRT-01,STOP-009,2026-01-26 15:31:00,2026-01-26 15:42:00,50,68,Monday,0,Weekday,15,Siang,2026-01-26,136.0,Hujan,750000.0,Tinggi,0
2026-01-22,BRT-02,STOP-003,2026-01-22 06:20:00,2026-01-22 06:29:00,45,30,Thursday,3,Weekday,6,Pagi Sibuk,2026-01-22,66.66666666666666,Berawan,750000.0,Sedang,1
2026-01-15,BRT-02,STOP-013,2026-01-15 07:01:00,2026-01-15 07:12:00,60,33,Thursday,3,Weekday,7,Pagi Sibuk,2026-01-15,55.00000000000001,Hujan Ringan,750000.0,Rendah,1
2026-01-11,BRT-01,STOP-005,2026-01-11 08:41:00,2026-01-11 08:46:00,50,78,Sunday,6,Weekend,8,Pagi Sibuk,2026-01-11,156.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-22,BUS-12,STOP-008,2026-01-22 08:03:00,2026-01-22 08:09:00,35,52,Thursday,3,Weekday,8,Pagi Sibuk,2026-01-22,148.57142857142858,Hujan,750000.0,Tinggi,1
2026-01-12,BRT-01,STOP-012,2026-01-12 07:26:00,2026-01-12 07:30:00,35,85,Monday,0,Weekday,7,Pagi Sibuk,2026-01-12,242.85714285714283,Hujan,750000.0,Tinggi,1
2026-01-31,BUS-12,STOP-006,2026-01-31 13:07:00,2026-01-31 13:11:00,35,26,Saturday,5,Weekend,13,Siang,2026-01-31,74.28571428571429,Hujan Ringan,750000.0,Sedang,0
2026-02-04,BUS-12,STOP-017,2026-02-04 10:49:00,2026-02-04 10:57:00,60,38,Wednesday,2,Weekday,10,Siang,2026-02-04,63.33333333333333,Cerah,750000.0,Sedang,0
2026-01-16,LRT-02,STOP-004,2026-01-16 22:51:00,2026-01-16 22:56:00,35,43,Friday,4,Weekday,22,Malam,2026-01-16,122.85714285714286,Hujan Ringan,750000.0,Tinggi,0
2026-01-25,BRT-01,STOP-010,2026-01-25 12:46:00,2026-01-25 12:52:00,80,37,Sunday,6,Weekend,12,Siang,2026-01-25,46.25,Hujan Ringan,1500000.0,Rendah,0
2026-01-24,BRT-01,STOP-007,2026-01-24 07:05:00,2026-01-24 07:15:00,45,73,Saturday,5,Weekend,7,Pagi Sibuk,2026-01-24,162.22222222222223,Cerah,750000.0,Tinggi,1
2026-01-27,BUS-07,STOP-007,2026-01-27 14:16:00,2026-01-27 14:26:00,60,8,Tuesday,1,Weekday,14,Siang,2026-01-27,13.333333333333334,Hujan,750000.0,Rendah,0
2026-01-05,BRT-01,STOP-007,2026-01-05 18:33:00,2026-01-05 18:44:00,60,96,Monday,0,Weekday,18,Sore Sibuk,2026-01-05,160.0,Hujan Ringan,750000.0,Tinggi,1
2026-01-06,BUS-12,STOP-015,2026-01-06 09:05:00,2026-01-06 09:08:00,60,27,Tuesday,1,Weekday,9,Pagi Sibuk,2026-01-06,45.0,Hujan Ringan,750000.0,Rendah,1
2026-01-28,LRT-02,STOP-015,2026-01-28 08:10:00,2026-01-28 08:14:00,50,76,Wednesday,2,Weekday,8,Pagi Sibuk,2026-01-28,152.0,Hujan Ringan,750000.0,Tinggi,1
2026-02-01,BUS-12,STOP-010,2026-02-01 07:48:00,2026-02-01 07:55:00,50,45,Sunday,6,Weekend,7,Pagi Sibuk,2026-02-01,90.0,Berawan,750000.0,Tinggi,1
2026-02-02,BRT-02,STOP-002,2026-02-02 09:02:00,2026-02-02 09:13:00,45,23,Monday,0,Weekday,9,Pagi Sibuk,2026-02-02,51.11111111111111,Berawan,750000.0,Rendah,1
2026-02-09,BUS-07,STOP-010,2026-02-09 05:28:00,2026-02-09 05:34:00,45,49,Monday,0,Weekday,5,Dini Hari,2026-02-09,108.88888888888889,Berawan,750000.0,Tinggi,0
2026-01-18,BUS-07,STOP-004,2026-01-18 14:19:00,2026-01-18 14:22:00,50,27,Sunday,6,Weekend,14,Siang,2026-01-18,54.0,Cerah,750000.0,Rendah,0
2026-02-12,MRT-01,STOP-010,2026-02-12 06:52:00,2026-02-12 06:57:00,80,60,Thursday,3,Weekday,6,Pagi Sibuk,2026-02-12,75.0,Berawan,1500000.0,Sedang,1
2026-02-13,BRT-01,STOP-003,2026-02-13 08:20:00,2026-02-13 08:23:00,45,88,Friday,4,Weekday,8,Pagi Sibuk,2026-02-13,195.55555555555554,Cerah,750000.0,Tinggi,1
2026-02-11,BRT-02,STOP-007,2026-02-11 05:33:00,2026-02-11 05:44:00,80,41,Wednesday,2,Weekday,5,Dini Hari,2026-02-11,51.24999999999999,Hujan,1500000.0,Rendah,0
2026-01-24,LRT-02,STOP-014,2026-01-24 14:07:00,2026-01-24 14:17:00,35,4,Saturday,5,Weekend,14,Siang,2026-01-24,11.428571428571429,Hujan,750000.0,Rendah,0
2026-02-03,MRT-01,STOP-006,2026-02-03 11:08:00,2026-02-03 11:16:00,80,62,Tuesday,1,Weekday,11,Siang,2026-02-03,77.5,Cerah,1500000.0,Sedang,0
2026-01-26,BUS-12,STOP-001,2026-01-26 05:36:00,2026-01-26 05:44:00,45,21,Monday,0,Weekday,5,Dini Hari,2026-01-26,46.666666666666664,Berawan,750000.0,Rendah,0
2026-02-03,BUS-07,STOP-008,2026-02-03 16:11:00,2026-02-03 16:18:00,80,28,Tuesday,1,Weekday,16,Sore Sibuk,2026-02-03,35.0,Berawan,1500000.0,Rendah,1
2026-01-13,BUS-07,STOP-015,2026-01-13 16:15:00,2026-01-13 16:19:00,35,10,Tuesday,1,Weekday,16,Sore Sibuk,2026-01-13,28.57142857142857,Berawan,750000.0,Rendah,1
2026-01-03,MRT-01,STOP-011,2026-01-03 12:07:00,2026-01-03 12:16:00,60,53,Saturday,5,Weekend,12,Siang,2026-01-03,88.33333333333333,Berawan,750000.0,Tinggi,0
2026-01-23,BRT-01,STOP-013,2026-01-23 12:22:00,2026-01-23 12:31:00,80,35,Friday,4,Weekday,12,Siang,2026-01-23,43.75,Cerah,1500000.0,Rendah,0
2026-01-21,LRT-02,STOP-017,2026-01-21 10:32:00,2026-01-21 10:40:00,60,45,Wednesday,2,Weekday,10,Siang,2026-01-21,75.0,Cerah,750000.0,Sedang,0
2026-01-24,LRT-02,STOP-010,2026-01-24 11:54:00,2026-01-24 12:04:00,35,48,Saturday,5,Weekend,11,Siang,2026-01-24,137.14285714285714,Cerah,750000.0,Tinggi,0
2026-01-02,MRT-01,STOP-012,2026-01-02 22:49:00,2026-01-02 22:58:00,45,53,Friday,4,Weekday,22,Malam,2026-01-02,117.77777777777779,Hujan Ringan,750000.0,Tinggi,0
2026-01-08,MRT-01,STOP-007,2026-01-08 10:40:00,2026-01-08 10:49:00,80,78,Thursday,3,Weekday,10,Siang,2026-01-08,97.5,Berawan,1500000.0,Tinggi,0
2026-01-19,LRT-02,STOP-016,2026-01-19 21:39:00,2026-01-19 21:48:00,35,41,Monday,0,Weekday,21,Malam,2026-01-19,117.14285714285715,Berawan,750000.0,Tinggi,0
2026-01-15,BRT-02,STOP-008,2026-01-15 12:38:00,2026-01-15 12:44:00,60,18,Thursday,3,Weekday,12,Siang,2026-01-15,30.0,Hujan,750000.0,Rendah,0
2026-01-20,BRT-01,STOP-012,2026-01-20 09:05:00,2026-01-20 09:08:00,80,55,Tuesday,1,Weekday,9,Pagi Sibuk,2026-01-20,68.75,Hujan Ringan,1500000.0,Sedang,1
2026-02-02,BRT-02,STOP-003,2026-02-02 16:44:00,2026-02-02 16:47:00,35,12,Monday,0,Weekday,16,Sore Sibuk,2026-02-02,34.285714285714285,Cerah,750000.0,Rendah,1
2026-02-05,BUS-12,STOP-003,2026-02-05 21:13:00,2026-02-05 21:16:00,60,14,Thursday,3,Weekday,21,Malam,2026-02-05,23.333333333333332,Cerah,750000.0,Rendah,0
2026-02-09,BUS-07,STOP-016,2026-02-09 09:15:00,2026-02-09 09:23:00,35,34,Monday,0,Weekday,9,Pagi Sibuk,2026-02-09,97.14285714285714,Berawan,750000.0,Tinggi,1
2026-02-10,BRT-02,STOP-017,2026-02-10 18:29:00,2026-02-10 18:38:00,80,31,Tuesday,1,Weekday,18,Sore Sibuk,2026-02-10,38.75,Hujan,1500000.0,Rendah,1
2026-01-27,BUS-07,STOP-013,2026-01-27 15:03:00,2026-01-27 15:08:00,45,26,Tuesday,1,Weekday,15,Siang,2026-01-27,57.77777777777777,Cerah,750000.0,Rendah,0
2026-02-13,MRT-01,STOP-007,2026-02-13 14:37:00,2026-02-13 14:44:00,50,62,Friday,4,Weekday,14,Siang,2026-02-13,124.0,Hujan Ringan,750000.0,Tinggi,0
2026-02-01,BUS-12,STOP-015,2026-02-01 20:09:00,2026-02-01 20:20:00,60,20,Sunday,6,Weekend,20,Malam,2026-02-01,33.33333333333333,Hujan Ringan,750000.0,Rendah,0
2026-02-08,BRT-02,STOP-011,2026-02-08 10:29:00,2026-02-08 10:35:00,80,35,Sunday,6,Weekend,10,Siang,2026-02-08,43.75,Cerah,1500000.0,Rendah,0
2026-02-06,BUS-07,STOP-006,2026-02-06 11:52:00,2026-02-06 12:03:00,45,20,Friday,4,Weekday,11,Siang,2026-02-06,44.44444444444444,Hujan,750000.0,Rendah,0
2026-02-07,BUS-12,STOP-013,2026-02-07 21:40:00,2026-02-07 21:44:00,35,24,Saturday,5,Weekend,21,Malam,2026-02-07,68.57142857142857,Hujan Ringan,750000.0,Sedang,0
2026-01-05,LRT-02,STOP-011,2026-01-05 13:33:00,2026-01-05 13:41:00,50,57,Monday,0,Weekday,13,Siang,2026-01-05,113.99999999999999,Berawan,750000.0,Tinggi,0
2026-01-14,BRT-02,STOP-004,2026-01-14 10:32:00,2026-01-14 10:36:00,50,25,Wednesday,2,Weekday,10,Siang,2026-01-14,50.0,Cerah,750000.0,Rendah,0
2026-01-30,BRT-02,STOP-001,2026-01-30 19:20:00,2026-01-30 19:22:00,80,19,Friday,4,Weekday,19,Sore Sibuk,2026-01-30,23.75,Hujan,1500000.0,Rendah,1
2026-01-16,BUS-07,STOP-014,2026-01-16 13:46:00,2026-01-16 13:54:00,35,26,Friday,4,Weekday,13,Siang,2026-01-16,74.28571428571429,Berawan,750000.0,Sedang,0
2026-01-28,BRT-01,STOP-017,2026-01-28 07:15:00,2026-01-28 07:18:00,45,57,Wednesday,2,Weekday,7,Pagi Sibuk,2026-01-28,126.66666666666666,Berawan,750000.0,Tinggi,1
2026-01-07,MRT-01,STOP-017,2026-01-07 05:34:00,2026-01-07 05:38:00,50,49,Wednesday,2,Weekday,5,Dini Hari,2026-01-07,98.0,Hujan,750000.0,Tinggi,0
2026-01-29,BUS-12,STOP-009,2026-01-29 06:13:00,2026-01-29 06:17:00,35,32,Thursday,3,Weekday,6,Pagi Sibuk,2026-01-29,91.42857142857143,Berawan,750000.0,Tinggi,1
2026-02-09,LRT-02,STOP-003,2026-02-09 09:06:00,2026-02-09 09:13:00,50,21,Monday,0,Weekday,9,Pagi Sibuk,2026-02-09,42.0,Berawan,750000.0,Rendah,1
2026-01-08,LRT-02,STOP-014,2026-01-08 12:16:00,2026-01-08 12:24:00,50,40,Thursday,3,Weekday,12,Siang,2026-01-08,80.0,Hujan,750000.0,Sedang,0
2026-01-30,BUS-12,STOP-002,2026-01-30 05:54:00,2026-01-30 05:57:00,35,26,Friday,4,Weekday,5,Dini Hari,2026-01-30,74.28571428571429,Berawan,750000.0,Sedang,0
2026-01-31,BRT-01,STOP-004,2026-01-31 18:16:00,2026-01-31 18:22:00,80,91,Saturday,5,Weekend,18,Sore Sibuk,2026-01-31,113.75,Hujan,1500000.0,Tinggi,1
2026-01-20,BRT-01,STOP-014,2026-01-20 08:36:00,2026-01-20 08:41:00,45,63,Tuesday,1,Weekday,8,Pagi Sibuk,2026-01-20,140.0,Berawan,750000.0,Tinggi,1
2026-01-31,BUS-12,STOP-004,2026-01-31 19:21:00,2026-01-31 19:26:00,80,42,Saturday,5,Weekend,19,Sore Sibuk,2026-01-31,52.5,Cerah,1500000.0,Rendah,1
2026-02-03,BUS-07,STOP-003,2026-02-03 17:27:00,2026-02-03 17:31:00,35,54,Tuesday,1,Weekday,17,Sore Sibuk,2026-02-03,154.2857142857143,Hujan Ringan,750000.0,Tinggi,1
2026-01-26,BUS-12,STOP-005,2026-01-26 20:16:00,2026-01-26 20:23:00,35,22,Monday,0,Weekday,20,Malam,2026-01-26,62.857142857142854,Cerah,750000.0,Sedang,0
2026-01-04,BRT-01,STOP-014,2026-01-04 14:00:00,2026-01-04 14:10:00,45,38,Sunday,6,Weekend,14,Siang,2026-01-04,84.44444444444444,Cerah,750000.0,Sedang,0
2026-01-05,MRT-01,STOP-001,2026-01-05 05:18:00,2026-01-05 05:21:00,60,78,Monday,0,Weekday,5,Dini Hari,2026-01-05,130.0,Berawan,750000.0,Tinggi,0
2026-01-07,BUS-12,STOP-014,2026-01-07 06:45:00,2026-01-07 06:51:00,45,23,Wednesday,2,Weekday,6,Pagi Sibuk,2026-01-07,51.11111111111111,Cerah,750000.0,Rendah,1
2026-01-02,MRT-01,STOP-006,2026-01-02 06:32:00,2026-01-02 06:36:00,45,72,Friday,4,Weekday,6,Pagi Sibuk,2026-01-02,160.0,Hujan Ringan,750000.0,Tinggi,1
2026-02-03,LRT-02,STOP-007,2026-02-03 08:41:00,2026-02-03 08:46:00,50,90,Tuesday,1,Weekday,8,Pagi Sibuk,2026-02-03,180.0,Berawan,750000.0,Tinggi,1
2026-01-19,LRT-02,STOP-013,2026-01-19 08:52:00,2026-01-19 08:55:00,45,70,Monday,0,Weekday,8,Pagi Sibuk,2026-01-19,155.55555555555557,Cerah,750000.0,Tinggi,1
2026-01-04,BRT-02,STOP-007,2026-01-04 11:09:00,2026-01-04 11:11:00,35,39,Sunday,6,Weekend,11,Siang,2026-01-04,111.42857142857143,Berawan,750000.0,Tinggi,0
2026-02-01,BUS-12,STOP-016,2026-02-01 22:09:00,2026-02-01 22:15:00,35,20,Sunday,6,Weekend,22,Malam,2026-02-01,57.14285714285714,Cerah,750000.0,Rendah,0
2026-01-18,BUS-12,STOP-004,2026-01-18 08:53:00,2026-01-18 08:59:00,80,27,Sunday,6,Weekend,8,Pagi Sibuk,2026-01-18,33.75,Hujan Ringan,1500000.0,Rendah,1
2026-01-28,MRT-01,STOP-001,2026-01-28 08:13:00,2026-01-28 08:22:00,60,83,Wednesday,2,Weekday,8,Pagi Sibuk,2026-01-28,138.33333333333334,Hujan Ringan,750000.0,Tinggi,1
2026-01-26,LRT-02,STOP-001,2026-01-26 18:45:00,2026-01-26 18:51:00,45,91,Monday,0,Weekday,18,Sore Sibuk,2026-01-26,202.22222222222223,Hujan Ringan,750000.0,Tinggi,1
2026-01-24,BUS-12,STOP-005,2026-01-24 05:34:00,2026-01-24 05:38:00,60,4,Saturday,5,Weekend,5,Dini Hari,2026-01-24,6.666666666666667,Hujan Ringan,750000.0,Rendah,0
2026-01-19,BUS-07,STOP-007,2026-01-19 09:45:00,2026-01-19 09:48:00,35,17,Monday,0,Weekday,9,Pagi Sibuk,2026-01-19,48.57142857142857,Berawan,750000.0,Rendah,1
2026-02-03,BRT-01,STOP-011,2026-02-03 09:24:00,2026-02-03 09:31:00,50,31,Tuesday,1,Weekday,9,Pagi Sibuk,2026-02-03,62.0,Hujan Ringan,750000.0,Sedang,1
2026-01-31,BRT-01,STOP-016,2026-01-31 20:00:00,2026-01-31 20:07:00,45,30,Saturday,5,Weekend,20,Malam,2026-01-31,66.66666666666666,Berawan,750000.0,Sedang,0
2026-02-04,BUS-07,STOP-015,2026-02-04 16:05:00,2026-02-04 16:11:00,35,25,Wednesday,2,Weekday,16,Sore Sibuk,2026-02-04,71.42857142857143,Hujan Ringan,750000.0,Sedang,1
